Package Name,Brand Name,Model Name,Segment,Fuel Variant,Market Price
Comprehensive Service,Skoda,Rapid,Premium Sedan,Petrol,7899
Basic Service,Skoda,Rapid,Premium Sedan,CNG,4599
Standard Service,Skoda,Rapid,Premium Sedan,CNG,5699
Comprehensive Service,Skoda,Rapid,Premium Sedan,CNG,7899
Basic Service,Skoda,Rapid,Premium Sedan,Diesel,4599
Standard Service,Skoda,Rapid,Premium Sedan,Diesel,6099
Comprehensive Service,Skoda,Rapid,Premium Sedan,Diesel,9299
Basic Service,Skoda,Superb,Premium Sedan,Petrol,5499
Standard Service,Skoda,Superb,Premium Sedan,Petrol,6999
Comprehensive Service,Skoda,Superb,Premium Sedan,Petrol,9199
Basic Service,Skoda,Superb,Premium Sedan,CNG,5499
Standard Service,Skoda,Superb,Premium Sedan,CNG,6999
Comprehensive Service,Skoda,Superb,Premium Sedan,CNG,9199
Basic Service,Skoda,Superb,Premium Sedan,Diesel,5499
Standard Service,Skoda,Superb,Premium Sedan,Diesel,6999
Comprehensive Service,Skoda,Superb,Premium Sedan,Diesel,10599
Basic Service,Skoda,Yeti,Premium SUV,Diesel,4999
Standard Service,Skoda,Yeti,Premium SUV,Diesel,6999
Comprehensive Service,Skoda,Yeti,Premium SUV,Diesel,10599
Basic Service,Tata,Aria,SUV,Petrol,4399
Standard Service,Tata,Aria,SUV,Petrol,5599
Comprehensive Service,Tata,Aria,SUV,Petrol,8099
Basic Service,Tata,Aria,SUV,CNG,4399
Standard Service,Tata,Aria,SUV,CNG,5599
Comprehensive Service,Tata,Aria,SUV,CNG,8099
Basic Service,Tata,Aria,SUV,Diesel,4399
Standard Service,Tata,Aria,SUV,Diesel,5599
Comprehensive Service,Tata,Aria,SUV,Diesel,8099
Basic Service,Tata,Bolt,Hatchback,Petrol,2799
Standard Service,Tata,Bolt,Hatchback,Petrol,3499
Comprehensive Service,Tata,Bolt,Hatchback,Petrol,4299
Basic Service,Tata,Bolt,Hatchback,CNG,2799
Standard Service,Tata,Bolt,Hatchback,CNG,3499
Comprehensive Service,Tata,Bolt,Hatchback,CNG,4299
Basic Service,Tata,Bolt,Hatchback,Diesel,3299
Standard Service,Tata,Bolt,Hatchback,Diesel,4199
Comprehensive Service,Tata,Bolt,Hatchback,Diesel,7499
Basic Service,Tata,Indica,Hatchback,Petrol,2799
Standard Service,Tata,Indica,Hatchback,Petrol,3499
Comprehensive Service,Tata,Indica,Hatchback,Petrol,4299
Basic Service,Tata,Indica,Hatchback,CNG,2799
Standard Service,Tata,Indica,Hatchback,CNG,3499
Comprehensive Service,Tata,Indica,Hatchback,CNG,4299
Basic Service,Tata,Indica,Hatchback,Diesel,3099
Standard Service,Tata,Indica,Hatchback,Diesel,3999
Comprehensive Service,Tata,Indica,Hatchback,Diesel,5399
Basic Service,Tata,Indica eV2,Hatchback,Petrol,2799
Standard Service,Tata,Indica eV2,Hatchback,Petrol,3499
Comprehensive Service,Tata,Indica eV2,Hatchback,Petrol,4299
Basic Service,Tata,Indica eV2,Hatchback,CNG,2799
Standard Service,Tata,Indica eV2,Hatchback,CNG,3499
Comprehensive Service,Tata,Indica eV2,Hatchback,CNG,4299
Basic Service,Tata,Indica eV2,Hatchback,Diesel,3099
Standard Service,Tata,Indica eV2,Hatchback,Diesel,3999
Comprehensive Service,Tata,Indica eV2,Hatchback,Diesel,5399
Basic Service,Tata,Indica V2,Hatchback,Petrol,2799
Standard Service,Tata,Indica V2,Hatchback,Petrol,3499
Comprehensive Service,Tata,Indica V2,Hatchback,Petrol,4299
Basic Service,Tata,Indica V2,Hatchback,CNG,2799
Standard Service,Tata,Indica V2,Hatchback,CNG,3499
Comprehensive Service,Tata,Indica V2,Hatchback,CNG,4299
Basic Service,Tata,Indica V2,Hatchback,Diesel,3099
Standard Service,Tata,Indica V2,Hatchback,Diesel,3999
Comprehensive Service,Tata,Indica V2,Hatchback,Diesel,5399
Basic Service,Tata,Indica Vista,Hatchback,Petrol,2799
Standard Service,Tata,Indica Vista,Hatchback,Petrol,3499
Comprehensive Service,Tata,Indica Vista,Hatchback,Petrol,4299
Basic Service,Tata,Indica Vista,Hatchback,CNG,2799
Standard Service,Tata,Indica Vista,Hatchback,CNG,3499
Comprehensive Service,Tata,Indica Vista,Hatchback,CNG,4299
Basic Service,Tata,Indica Vista,Hatchback,Diesel,3099
Standard Service,Tata,Indica Vista,Hatchback,Diesel,3999
Comprehensive Service,Tata,Indica Vista,Hatchback,Diesel,6499
Basic Service,Tata,Indigo,Sedan,Petrol,2799
Standard Service,Tata,Indigo,Sedan,Petrol,3599
Comprehensive Service,Tata,Indigo,Sedan,Petrol,4299
Basic Service,Tata,Indigo,Sedan,CNG,2799
Standard Service,Tata,Indigo,Sedan,CNG,3599
Comprehensive Service,Tata,Indigo,Sedan,CNG,4299
Basic Service,Tata,Indigo,Sedan,Diesel,3099
Standard Service,Tata,Indigo,Sedan,Diesel,4099
Comprehensive Service,Tata,Indigo,Sedan,Diesel,5699
Basic Service,Tata,Indigo CS,Sedan,Petrol,2799
Standard Service,Tata,Indigo CS,Sedan,Petrol,3599
Comprehensive Service,Tata,Indigo CS,Sedan,Petrol,4299
Basic Service,Tata,Indigo CS,Sedan,CNG,2799
Standard Service,Tata,Indigo CS,Sedan,CNG,3599
Comprehensive Service,Tata,Indigo CS,Sedan,CNG,4299
Basic Service,Tata,Indigo CS,Sedan,Diesel,3099
Standard Service,Tata,Indigo CS,Sedan,Diesel,4099
Comprehensive Service,Tata,Indigo CS,Sedan,Diesel,7499
Basic Service,Tata,Indigo eCS,Sedan,Petrol,2799
Standard Service,Tata,Indigo eCS,Sedan,Petrol,3599
Comprehensive Service,Tata,Indigo eCS,Sedan,Petrol,4299
Basic Service,Tata,Indigo eCS,Sedan,CNG,2799
Standard Service,Tata,Indigo eCS,Sedan,CNG,3599
Comprehensive Service,Tata,Indigo eCS,Sedan,CNG,4299
Basic Service,Tata,Indigo eCS,Sedan,Diesel,3099
Standard Service,Tata,Indigo eCS,Sedan,Diesel,4099
Comprehensive Service,Tata,Indigo eCS,Sedan,Diesel,7499
Basic Service,Tata,Indigo Marina,Sedan,Petrol,2799
Standard Service,Tata,Indigo Marina,Sedan,Petrol,3599
Comprehensive Service,Tata,Indigo Marina,Sedan,Petrol,4299
Basic Service,Tata,Indigo Marina,Sedan,CNG,2799
Standard Service,Tata,Indigo Marina,Sedan,CNG,3599
Comprehensive Service,Tata,Indigo Marina,Sedan,CNG,4299
Basic Service,Tata,Indigo Marina,Sedan,Diesel,3099
Standard Service,Tata,Indigo Marina,Sedan,Diesel,4099
Comprehensive Service,Tata,Indigo Marina,Sedan,Diesel,7499
Basic Service,Tata,Indigo XL,Sedan,Petrol,2799
Standard Service,Tata,Indigo XL,Sedan,Petrol,3599
Comprehensive Service,Tata,Indigo XL,Sedan,Petrol,4299
Basic Service,Tata,Indigo XL,Sedan,CNG,2799
Standard Service,Tata,Indigo XL,Sedan,CNG,3599
Comprehensive Service,Tata,Indigo XL,Sedan,CNG,4299
Basic Service,Tata,Indigo XL,Sedan,Diesel,3099
Standard Service,Tata,Indigo XL,Sedan,Diesel,4099
Comprehensive Service,Tata,Indigo XL,Sedan,Diesel,7499
Basic Service,Tata,Manza,Sedan,Petrol,2799
Standard Service,Tata,Manza,Sedan,Petrol,3599
Comprehensive Service,Tata,Manza,Sedan,Petrol,4899
Basic Service,Tata,Manza,Sedan,CNG,2799
Standard Service,Tata,Manza,Sedan,CNG,3599
Comprehensive Service,Tata,Manza,Sedan,CNG,4899
Basic Service,Tata,Manza,Sedan,Diesel,3499
Standard Service,Tata,Manza,Sedan,Diesel,4599
Comprehensive Service,Tata,Manza,Sedan,Diesel,7799
Basic Service,Tata,Nano,Hatchback,Petrol,2099
Standard Service,Tata,Nano,Hatchback,Petrol,2699
Comprehensive Service,Tata,Nano,Hatchback,Petrol,3399
Basic Service,Tata,Nano,Hatchback,CNG,2099
Standard Service,Tata,Nano,Hatchback,CNG,2699
Comprehensive Service,Tata,Nano,Hatchback,CNG,3399
Basic Service,Tata,Nano Genx,Hatchback,Petrol,2099
Standard Service,Tata,Nano Genx,Hatchback,Petrol,2699
Comprehensive Service,Tata,Nano Genx,Hatchback,Petrol,3399
Basic Service,Tata,Nano Genx,Hatchback,CNG,2099
Standard Service,Tata,Nano Genx,Hatchback,CNG,2699
Comprehensive Service,Tata,Nano Genx,Hatchback,CNG,3399
Basic Service,Tata,Safari,SUV,Diesel,5299
Standard Service,Tata,Safari,SUV,Diesel,6799
Comprehensive Service,Tata,Safari,SUV,Diesel,10499
Basic Service,Tata,Safari Storme,SUV,Diesel,5299
Standard Service,Tata,Safari Storme,SUV,Diesel,6799
Comprehensive Service,Tata,Safari Storme,SUV,Diesel,10499
Basic Service,Tata,Sumo Gold,SUV,Diesel,4899
Standard Service,Tata,Sumo Gold,SUV,Diesel,6199
Comprehensive Service,Tata,Sumo Gold,SUV,Diesel,9699
Basic Service,Tata,Sumo Grande,SUV,Diesel,4899
Standard Service,Tata,Sumo Grande,SUV,Diesel,6199
Comprehensive Service,Tata,Sumo Grande,SUV,Diesel,9699
Basic Service,Tata,Sumo Grande MK II,SUV,Diesel,4899
Standard Service,Tata,Sumo Grande MK II,SUV,Diesel,6199
Comprehensive Service,Tata,Sumo Grande MK II,SUV,Diesel,9699
Basic Service,Tata,Sumo Spacio,SUV,Diesel,4899
Standard Service,Tata,Sumo Spacio,SUV,Diesel,6199
Comprehensive Service,Tata,Sumo Spacio,SUV,Diesel,9699
Basic Service,Tata,Sumo Victa,SUV,Diesel,4899
Standard Service,Tata,Sumo Victa,SUV,Diesel,6199
Comprehensive Service,Tata,Sumo Victa,SUV,Diesel,9699
Basic Service,Tata,Zest,Sedan,Petrol,3099
Standard Service,Tata,Zest,Sedan,Petrol,3999
Comprehensive Service,Tata,Zest,Sedan,Petrol,4899
Basic Service,Tata,Zest,Sedan,CNG,3099
Standard Service,Tata,Zest,Sedan,CNG,3999
Comprehensive Service,Tata,Zest,Sedan,CNG,4899
Basic Service,Tata,Zest,Sedan,Diesel,3499
Standard Service,Tata,Zest,Sedan,Diesel,4599
Comprehensive Service,Tata,Zest,Sedan,Diesel,7699
Basic Service,Toyota,Camry,Premium Sedan,Petrol,4999
Standard Service,Toyota,Camry,Premium Sedan,Petrol,7399
Comprehensive Service,Toyota,Camry,Premium Sedan,Petrol,9399
Basic Service,Toyota,Camry,Premium Sedan,CNG,4999
Standard Service,Toyota,Camry,Premium Sedan,CNG,7399
Comprehensive Service,Toyota,Camry,Premium Sedan,CNG,9399
Basic Service,Toyota,Corolla,Sedan,Petrol,3999
Standard Service,Toyota,Corolla,Sedan,Petrol,5499
Comprehensive Service,Toyota,Corolla,Sedan,Petrol,6999
Basic Service,Toyota,Corolla,Sedan,CNG,3999
Standard Service,Toyota,Corolla,Sedan,CNG,5499
Comprehensive Service,Toyota,Corolla,Sedan,CNG,6999
Basic Service,Toyota,Corolla,Sedan,Diesel,4399
Standard Service,Toyota,Corolla,Sedan,Diesel,5499
Comprehensive Service,Toyota,Corolla,Sedan,Diesel,8699
Basic Service,Toyota,Corolla Altis,Premium Sedan,Petrol,3999
Standard Service,Toyota,Corolla Altis,Premium Sedan,Petrol,5499
Comprehensive Service,Toyota,Corolla Altis,Premium Sedan,Petrol,6999
Basic Service,Toyota,Corolla Altis,Premium Sedan,CNG,3999
Standard Service,Toyota,Corolla Altis,Premium Sedan,CNG,5499
Comprehensive Service,Toyota,Corolla Altis,Premium Sedan,CNG,6999
Basic Service,Toyota,Corolla Altis,Premium Sedan,Diesel,4399
Standard Service,Toyota,Corolla Altis,Premium Sedan,Diesel,5899
Comprehensive Service,Toyota,Corolla Altis,Premium Sedan,Diesel,8699
Basic Service,Toyota,Etios,Sedan,Petrol,2699
Standard Service,Toyota,Etios,Sedan,Petrol,3499
Comprehensive Service,Toyota,Etios,Sedan,Petrol,4599
Basic Service,Toyota,Etios,Sedan,CNG,2699
Standard Service,Toyota,Etios,Sedan,CNG,3499
Comprehensive Service,Toyota,Etios,Sedan,CNG,4599
Basic Service,Toyota,Etios,Sedan,Diesel,3199
Standard Service,Toyota,Etios,Sedan,Diesel,4099
Comprehensive Service,Toyota,Etios,Sedan,Diesel,6199
Basic Service,Toyota,Etios Cross,Hatchback,Petrol,2699
Standard Service,Toyota,Etios Cross,Hatchback,Petrol,3399
Comprehensive Service,Toyota,Etios Cross,Hatchback,Petrol,4599
Basic Service,Toyota,Etios Cross,Hatchback,CNG,2699
Standard Service,Toyota,Etios Cross,Hatchback,CNG,3399
Comprehensive Service,Toyota,Etios Cross,Hatchback,CNG,4599
Basic Service,Toyota,Etios Cross,Hatchback,Diesel,3199
Standard Service,Toyota,Etios Cross,Hatchback,Diesel,3999
Comprehensive Service,Toyota,Etios Cross,Hatchback,Diesel,6199
Basic Service,Toyota,Etios Liva,Hatchback,Petrol,2699
Standard Service,Toyota,Etios Liva,Hatchback,Petrol,3399
Comprehensive Service,Toyota,Etios Liva,Hatchback,Petrol,4599
Basic Service,Toyota,Etios Liva,Hatchback,CNG,2699
Standard Service,Toyota,Etios Liva,Hatchback,CNG,3399
Comprehensive Service,Toyota,Etios Liva,Hatchback,CNG,4599
Basic Service,Toyota,Etios Liva,Hatchback,Diesel,3199
Standard Service,Toyota,Etios Liva,Hatchback,Diesel,3999
Comprehensive Service,Toyota,Etios Liva,Hatchback,Diesel,6199
Basic Service,Toyota,Fortuner,Premium SUV,Diesel,5599
Standard Service,Toyota,Fortuner,Premium SUV,Diesel,8899
Comprehensive Service,Toyota,Fortuner,Premium SUV,Diesel,10999
Basic Service,Toyota,Innova,SUV,Diesel,4999
Standard Service,Toyota,Innova,SUV,Diesel,6199
Comprehensive Service,Toyota,Innova,SUV,Diesel,8599
Basic Service,Volkswagen,Cross Polo,Premium Hatchback,Petrol,3299
Standard Service,Volkswagen,Cross Polo,Premium Hatchback,Petrol,4199
Comprehensive Service,Volkswagen,Cross Polo,Premium Hatchback,Petrol,6299
Basic Service,Volkswagen,Cross Polo,Premium Hatchback,CNG,3299
Standard Service,Volkswagen,Cross Polo,Premium Hatchback,CNG,4199
Comprehensive Service,Volkswagen,Cross Polo,Premium Hatchback,CNG,6299
Basic Service,Volkswagen,Cross Polo,Premium Hatchback,Diesel,3499
Standard Service,Volkswagen,Cross Polo,Premium Hatchback,Diesel,4499
Comprehensive Service,Volkswagen,Cross Polo,Premium Hatchback,Diesel,7199
Basic Service,Volkswagen,Jetta,Premium Sedan,Petrol,3499
Standard Service,Volkswagen,Jetta,Premium Sedan,Petrol,5599
Comprehensive Service,Volkswagen,Jetta,Premium Sedan,Petrol,7899
Basic Service,Volkswagen,Jetta,Premium Sedan,CNG,3499
Standard Service,Volkswagen,Jetta,Premium Sedan,CNG,5599
Comprehensive Service,Volkswagen,Jetta,Premium Sedan,CNG,7899
Basic Service,Volkswagen,Jetta,Premium Sedan,Diesel,3799
Standard Service,Volkswagen,Jetta,Premium Sedan,Diesel,5799
Comprehensive Service,Volkswagen,Jetta,Premium Sedan,Diesel,9299
Basic Service,Volkswagen,Passat,Premium Sedan,Petrol,3299
Standard Service,Volkswagen,Passat,Premium Sedan,Petrol,5599
Comprehensive Service,Volkswagen,Passat,Premium Sedan,Petrol,7899
Basic Service,Volkswagen,Passat,Premium Sedan,CNG,3299
Standard Service,Volkswagen,Passat,Premium Sedan,CNG,5599
Comprehensive Service,Volkswagen,Passat,Premium Sedan,CNG,7899
Basic Service,Volkswagen,Passat,Premium Sedan,Diesel,3499
Standard Service,Volkswagen,Passat,Premium Sedan,Diesel,5799
Comprehensive Service,Volkswagen,Passat,Premium Sedan,Diesel,9299
Basic Service,Volkswagen,Polo,Premium Hatchback,Petrol,3299
Standard Service,Volkswagen,Polo,Premium Hatchback,Petrol,4199
Comprehensive Service,Volkswagen,Polo,Premium Hatchback,Petrol,6299
Basic Service,Volkswagen,Polo,Premium Hatchback,CNG,3299
Standard Service,Volkswagen,Polo,Premium Hatchback,CNG,4199
Comprehensive Service,Volkswagen,Polo,Premium Hatchback,CNG,6299
Basic Service,Volkswagen,Polo,Premium Hatchback,Diesel,3499
Standard Service,Volkswagen,Polo,Premium Hatchback,Diesel,4499
Comprehensive Service,Volkswagen,Polo,Premium Hatchback,Diesel,7199
Basic Service,Volkswagen,Vento,Premium Sedan,Petrol,4399
Standard Service,Volkswagen,Vento,Premium Sedan,Petrol,5599
Comprehensive Service,Volkswagen,Vento,Premium Sedan,Petrol,6999
Basic Service,Volkswagen,Vento,Premium Sedan,CNG,4399
Standard Service,Volkswagen,Vento,Premium Sedan,CNG,5599
Comprehensive Service,Volkswagen,Vento,Premium Sedan,CNG,6999
Basic Service,Volkswagen,Vento,Premium Sedan,Diesel,4499
Standard Service,Volkswagen,Vento,Premium Sedan,Diesel,5799
Comprehensive Service,Volkswagen,Vento,Premium Sedan,Diesel,7299
Basic Service,Mahindra,TUV 300,SUV,Diesel,4199
Standard Service,Mahindra,TUV 300,SUV,Diesel,5399
Comprehensive Service,Mahindra,TUV 300,SUV,Diesel,7899
Basic Service,Mahindra,Verito,Sedan,Petrol,3999
Standard Service,Mahindra,Verito,Sedan,Petrol,5199
Comprehensive Service,Mahindra,Verito,Sedan,Petrol,7399
Basic Service,Renault,Kwid,Hatchback,Petrol,2899
Standard Service,Renault,Kwid,Hatchback,Petrol,3599
Comprehensive Service,Renault,Kwid,Hatchback,Petrol,5399
Basic Service,Renault,Kwid,Hatchback,Diesel,3299
Standard Service,Renault,Kwid,Hatchback,Diesel,4199
Comprehensive Service,Renault,Kwid,Hatchback,Diesel,6799
Basic Service,Renault,Kwid,Hatchback,CNG,2899
Standard Service,Renault,Kwid,Hatchback,CNG,3599
Comprehensive Service,Renault,Kwid,Hatchback,CNG,5399
Basic Service,Chevrolet,Trailblazer,Premium SUV,Diesel,5699
Standard Service,Chevrolet,Trailblazer,Premium SUV,Diesel,7299
Comprehensive Service,Chevrolet,Trailblazer,Premium SUV,Diesel,11199
Basic Service,Datsun,Redi Go,Hatchback,Petrol,2399
Standard Service,Datsun,Redi Go,Hatchback,Petrol,3099
Comprehensive Service,Datsun,Redi Go,Hatchback,Petrol,4199
Basic Service,Datsun,Redi Go,Hatchback,Diesel,2799
Standard Service,Datsun,Redi Go,Hatchback,Diesel,3499
Comprehensive Service,Datsun,Redi Go,Hatchback,Diesel,5199
Basic Service,Fiat,Abarth Punto,Hatchback,Petrol,2999
Standard Service,Fiat,Abarth Punto,Hatchback,Petrol,3799
Comprehensive Service,Fiat,Abarth Punto,Hatchback,Petrol,5399
Basic Service,Fiat,Abarth Punto,Hatchback,Diesel,3499
Standard Service,Fiat,Abarth Punto,Hatchback,Diesel,4399
Comprehensive Service,Fiat,Abarth Punto,Hatchback,Diesel,7799
Basic Service,Fiat,Urban Cross,Hatchback,Petrol,2999
Standard Service,Fiat,Urban Cross,Hatchback,Petrol,3799
Comprehensive Service,Fiat,Urban Cross,Hatchback,Petrol,5399
Basic Service,Fiat,Urban Cross,Hatchback,Diesel,3499
Standard Service,Fiat,Urban Cross,Hatchback,Diesel,4399
Comprehensive Service,Fiat,Urban Cross,Hatchback,Diesel,7799
Basic Service,Honda,BRV,SUV,Petrol,3199
Standard Service,Honda,BRV,SUV,Petrol,4199
Comprehensive Service,Honda,BRV,SUV,Petrol,6099
Basic Service,Honda,BRV,SUV,Diesel,3299
Standard Service,Honda,BRV,SUV,Diesel,4299
Comprehensive Service,Honda,BRV,SUV,Diesel,6699
Basic Service,Honda,WRV,SUV,Petrol,3199
Standard Service,Honda,WRV,SUV,Petrol,4199
Comprehensive Service,Honda,WRV,SUV,Petrol,6099
Basic Service,Honda,WRV,SUV,Diesel,3299
Standard Service,Honda,WRV,SUV,Diesel,4299
Comprehensive Service,Honda,WRV,SUV,Diesel,6699
Basic Service,Honda,Accord Hybrid,Premium Sedan,Petrol,3999
Standard Service,Honda,Accord Hybrid,Premium Sedan,Petrol,5199
Comprehensive Service,Honda,Accord Hybrid,Premium Sedan,Petrol,7499
Basic Service,Mahindra,KUV 100,Hatchback,Petrol,2599
Standard Service,Mahindra,KUV 100,Hatchback,Petrol,3199
Comprehensive Service,Mahindra,KUV 100,Hatchback,Petrol,4399
Basic Service,Mahindra,KUV 100,Hatchback,Diesel,2899
Standard Service,Mahindra,KUV 100,Hatchback,Diesel,3599
Comprehensive Service,Mahindra,KUV 100,Hatchback,Diesel,6199
Basic Service,Mahindra,NuvoSport,SUV,Petrol,3199
Standard Service,Mahindra,NuvoSport,SUV,Petrol,4199
Comprehensive Service,Mahindra,NuvoSport,SUV,Petrol,5899
Basic Service,Mahindra,NuvoSport,SUV,Diesel,3499
Standard Service,Mahindra,NuvoSport,SUV,Diesel,4599
Comprehensive Service,Mahindra,NuvoSport,SUV,Diesel,7199
Basic Service,Maruti Suzuki,Vitara Brezza,SUV,Diesel,2899
Standard Service,Maruti Suzuki,Vitara Brezza,SUV,Diesel,3699
Comprehensive Service,Maruti Suzuki,Vitara Brezza,SUV,Diesel,6099
Basic Service,Maruti Suzuki,Ignis,Hatchback,Petrol,2599
Standard Service,Maruti Suzuki,Ignis,Hatchback,Petrol,3199
Comprehensive Service,Maruti Suzuki,Ignis,Hatchback,Petrol,4399
Basic Service,Maruti Suzuki,Ignis,Hatchback,Diesel,2899
Standard Service,Maruti Suzuki,Ignis,Hatchback,Diesel,3599
Comprehensive Service,Maruti Suzuki,Ignis,Hatchback,Diesel,6199
Basic Service,Tata,Tiago,Hatchback,Petrol,2799
Standard Service,Tata,Tiago,Hatchback,Petrol,3499
Comprehensive Service,Tata,Tiago,Hatchback,Petrol,4499
Basic Service,Tata,Tiago,Hatchback,Diesel,3299
Standard Service,Tata,Tiago,Hatchback,Diesel,4199
Comprehensive Service,Tata,Tiago,Hatchback,Diesel,6199
Basic Service,Tata,Nexon,SUV,Petrol,3199
Standard Service,Tata,Nexon,SUV,Petrol,4199
Comprehensive Service,Tata,Nexon,SUV,Petrol,5899
Basic Service,Tata,Nexon,SUV,Diesel,3499
Standard Service,Tata,Nexon,SUV,Diesel,4499
Comprehensive Service,Tata,Nexon,SUV,Diesel,7199
Basic Service,Tata,Tigor,Sedan,Petrol,2799
Standard Service,Tata,Tigor,Sedan,Petrol,3599
Comprehensive Service,Tata,Tigor,Sedan,Petrol,4499
Basic Service,Tata,Tigor,Sedan,Diesel,3299
Standard Service,Tata,Tigor,Sedan,Diesel,4299
Comprehensive Service,Tata,Tigor,Sedan,Diesel,6199
Basic Service,Tata,Hexa,SUV,Petrol,4999
Standard Service,Tata,Hexa,SUV,Petrol,8899
Comprehensive Service,Tata,Hexa,SUV,Petrol,9499
Basic Service,Tata,Hexa,SUV,Diesel,4999
Standard Service,Tata,Hexa,SUV,Diesel,8899
Comprehensive Service,Tata,Hexa,SUV,Diesel,9499
Basic Service,Tata,Venture,SUV,Diesel,3899
Standard Service,Tata,Venture,SUV,Diesel,4999
Comprehensive Service,Tata,Venture,SUV,Diesel,7599
Basic Service,Toyota,Innova Crysta,SUV,Petrol,4499
Standard Service,Toyota,Innova Crysta,SUV,Petrol,5899
Comprehensive Service,Toyota,Innova Crysta,SUV,Petrol,8199
Basic Service,Toyota,Innova Crysta,SUV,Diesel,4999
Standard Service,Toyota,Innova Crysta,SUV,Diesel,6399
Comprehensive Service,Toyota,Innova Crysta,SUV,Diesel,9399
Basic Service,Volkswagen,Ameo,Sedan,Petrol,3499
Standard Service,Volkswagen,Ameo,Sedan,Petrol,4499
Comprehensive Service,Volkswagen,Ameo,Sedan,Petrol,6499
Basic Service,Volkswagen,Ameo,Sedan,Diesel,3699
Standard Service,Volkswagen,Ameo,Sedan,Diesel,4799
Comprehensive Service,Volkswagen,Ameo,Sedan,Diesel,7499
Basic Service,Mitsubishi,Outlander,Premium SUV,Petrol,5699
Standard Service,Mitsubishi,Outlander,Premium SUV,Petrol,7299
Comprehensive Service,Mitsubishi,Outlander,Premium SUV,Petrol,11199
Basic Service,Mitsubishi,Outlander,Premium SUV,Diesel,5699
Standard Service,Mitsubishi,Outlander,Premium SUV,Diesel,7299
Comprehensive Service,Mitsubishi,Outlander,Premium SUV,Diesel,11199
Basic Service,Mitsubishi,Montero,Premium SUV,Diesel,6199
Standard Service,Mitsubishi,Montero,Premium SUV,Diesel,7899
Comprehensive Service,Mitsubishi,Montero,Premium SUV,Diesel,11799
Basic Service,Datsun,GO,Hatchback,Diesel,2999
Standard Service,Datsun,GO,Hatchback,Diesel,3699
Comprehensive Service,Datsun,GO,Hatchback,Diesel,6199
Basic Service,Datsun,GO Plus,SUV,Diesel,2999
Standard Service,Datsun,GO Plus,SUV,Diesel,3799
Comprehensive Service,Datsun,GO Plus,SUV,Diesel,6199
Basic Service,Fiat,Punto Evo,Hatchback,Petrol,2999
Standard Service,Fiat,Punto Evo,Hatchback,Petrol,3799
Comprehensive Service,Fiat,Punto Evo,Hatchback,Petrol,5399
Basic Service,Fiat,Uno,Hatchback,Diesel,3499
Standard Service,Fiat,Uno,Hatchback,Diesel,4399
Comprehensive Service,Fiat,Uno,Hatchback,Diesel,7799
Basic Service,Honda,City IDTEC,Premium Sedan,Diesel,3499
Standard Service,Honda,City IDTEC,Premium Sedan,Diesel,4499
Comprehensive Service,Honda,City IDTEC,Premium Sedan,Diesel,7399
Basic Service,Honda,City ZX,Sedan,Diesel,3499
Standard Service,Honda,City ZX,Sedan,Diesel,4499
Comprehensive Service,Honda,City ZX,Sedan,Diesel,7399
Basic Service,Honda,CRV,Premium SUV,Diesel,5299
Standard Service,Honda,CRV,Premium SUV,Diesel,6699
Comprehensive Service,Honda,CRV,Premium SUV,Diesel,10399
Basic Service,Nissan,Sunny,Premium Sedan,Petrol,3499
Standard Service,Nissan,Sunny,Premium Sedan,Petrol,4499
Comprehensive Service,Nissan,Sunny,Premium Sedan,Petrol,6299
Basic Service,Nissan,Teana,Premium Sedan,Petrol,4299
Standard Service,Nissan,Teana,Premium Sedan,Petrol,5399
Comprehensive Service,Nissan,Teana,Premium Sedan,Petrol,7499
Basic Service,Skoda,Yeti,Premium SUV,Petrol,4599
Standard Service,Skoda,Yeti,Premium SUV,Petrol,5699
Comprehensive Service,Skoda,Yeti,Premium SUV,Petrol,7899
Basic Service,Skoda,Laura,Premium Sedan,Petrol,3799
Standard Service,Skoda,Laura,Premium Sedan,Petrol,4799
Comprehensive Service,Skoda,Laura,Premium Sedan,Petrol,6499
Basic Service,Toyota,Innova,SUV,Petrol,4499
Standard Service,Toyota,Innova,SUV,Petrol,5699
Comprehensive Service,Toyota,Innova,SUV,Petrol,7899
Basic Service,Mahindra,Logan,Sedan,Diesel,4399
Standard Service,Mahindra,Logan,Sedan,Diesel,5599
Comprehensive Service,Mahindra,Logan,Sedan,Diesel,8099
Basic Service,Force,One,SUV,Diesel,4399
Standard Service,Force,One,SUV,Diesel,5599
Comprehensive Service,Force,One,SUV,Diesel,8099
Basic Service,Hyundai,Grand i10,Hatchback,Petrol,2399
Standard Service,Hyundai,Grand i10,Hatchback,Petrol,2899
Comprehensive Service,Hyundai,Grand i10,Hatchback,Petrol,4699
Basic Service,Nissan,Micra,Hatchback,Diesel,2899
Standard Service,Nissan,Micra,Hatchback,Diesel,3299
Comprehensive Service,Nissan,Micra,Hatchback,Diesel,5499
Basic Service,Ford,Freestyle,Hatchback,Petrol,2699
Standard Service,Ford,Freestyle,Hatchback,Petrol,3399
Comprehensive Service,Ford,Freestyle,Hatchback,Petrol,5899
Basic Service,Ford,Freestyle,Hatchback,Diesel,3499
Standard Service,Ford,Freestyle,Hatchback,Diesel,4399
Comprehensive Service,Ford,Freestyle,Hatchback,Diesel,7799
Basic Service,Isuzu,MU7,Premium SUV,Diesel,5599
